Name,Email ID,Phone Number,Average Time on App (Minutes/Day),Total Purchase from App (Rupees/year),Average Time on Website (Minutes/Day),Total Purchase from Website (Rupees/year),Length of Membership (Year),Yearly Amount Spent (Minutes/year),Total Purchase of each customer (Rupees/year),Ratings given by customer (Out of 5)
Marcus Leach,marcusleach@floyd.org,5771548622,23.63449564,6359,10.56799806,1099,3.189609942,6840.49874,7458,5
Louis Peterson,lmunoz@yahoo.com,1856678755,29.87589516,5048,18.93404467,4324,3.393975043,9761.987967,9372,4
David Squirrel,dvasquez@wiley.com,9393534274,23.77311007,9464,16.13124571,5166,2.57494847,7980.871156,14630,4
Dylan Martin,dylanmartin@hotmail.com,3579919444,22.45518606,2125,19.04555089,7509,3.47202138,8300.14739,9634,3
Xavier Kaufman,xkaufman@gmail.com,4953811870,27.64084133,5984,19.80000097,9156,4.198349061,9488.168461,15140,3
Jason Hensley,jasonhensley@yahoo.com,5541259091,24.62586862,3284,13.82482222,9958,2.086348147,7690.138168,13242,5
Gwayne Strong,gstrong@hotmail.com,7265981323,26.70886431,8188,13.30729605,119,3.605933918,8003.232073,8307,3
Arnold Samuel,arnoldsamuel@wilson.com,7718774563,27.89489138,1612,13.41965891,954,4.03438613,8262.910057,2566,3
Scott Rose,scottrose@yahoo.com,5709849211,22.34513679,3054,16.3412802,1798,2.32055025,7737.283398,4852,5
Salazar Karen,salazarkaren@hotmail.com,4732680492,20.52689087,2817,18.58065855,1409,3.491093337,7821.509884,4226,5
Susan Roberson,susanibarra@yahoo.com,3939680023,28.42299267,1550,12.49199596,671,5.320093864,8182.997727,2221,3
Henry Nike,nhenry@hotmail.com,9830660384,24.85307084,3789,10.42287798,6900,3.130538462,7055.189763,10689,4
Miller Rachel,millerrachel@gallagher-nichols.com,1702096954,24.45636172,7867,12.03731163,8774,4.985204971,7298.734671,16641,4
Garcia Kevin,garciakevin@gmail.com,4866380059,26.00060271,8367,12.50037195,250,1.726962043,7700.194932,8617,5
Phillip Roberson,philliproberson@yahoo.com,7625507749,29.38686204,7740,17.93860203,1636,3.701622287,9465.092815,9376,3
Kevin Stafford,kstafford@estes-nguyen.com,2225983352,21.1248684,9849,13.70988827,7091,1.785173945,6966.951334,16940,3
Kenneth Perry,kennethperry@bowen.org,6008976696,20.74167186,1164,15.93635352,180,3.02267576,7335.605077,1344,3
Russell Paul,prussell@lopez.com,2570413950,27.97251615,9213,10.62426234,1676,4.041244969,7719.355698,10889,3
Jacob Mosley,mosleyjacob@yahoo.com,5539290342,22.31362876,5742,12.70000953,9717,3.139526935,7002.727659,15459,5
Ryan Harris,rhaas@yahoo.com,4460402022,23.54579574,5130,15.75705234,3733,2.562818811,7860.569618,8863,5
Antonio Harris,antonioharris@hotmail.com,4068859014,21.33099909,4170,11.64967004,7631,2.379076497,6596.133824,11801,3
Thomas Austin,austinthomas@gmail.com,6406526008,25.65603751,2896,14.54162463,2468,4.301996499,8039.53243,5364,5
Beth Sullivan,bethsullivan@reed.net,4730844496,21.45746478,699,16.43646109,7321,2.094761669,7578.785176,8020,5
Norburd Cummings,ncummings@yahoo.com,1259943392,22.3778791,984,14.07241564,681,4.089330841,7290.058949,1665,4
Herbert King,hking@hotmail.com,1148657332,29.91525859,3589,14.9602533,3643,3.516051017,8975.102378,7232,3
Annabela Stone,annstone@hotmail.com,3546133916,29.00987971,2255,10.97615014,6202,1.820810618,7997.20597,8457,3
Christopher Gomez,christopher44@hotmail.com,5915771295,21.85649077,5973,11.72870962,2897,4.183143662,6717.040077,8870,3
Autumn Wright,autumn88@mendoza-mills.com,1056088500,24.68101597,6830,11.0081234,6707,3.393902788,7137.827874,13537,3
David Hudson,dhudson@ramos.net,1242385490,23.24892178,8430,18.58861768,1550,4.426364081,8367.507892,9980,5
Selena Gomez,egomez@hotmail.com,3035513970,28.18307274,3327,19.58328114,1542,2.905238361,9553.270776,4869,3
Kimberly Ruiz,kimberlyruiz@smith-gordon.com,6562284285,26.10356348,7701,13.47467026,4392,2.782757828,7915.646747,12093,4
Moore Michelle,mooremichelle@logan.com,5364345710,21.63928531,9262,13.58738559,8386,3.447017793,7045.334181,17648,4
Aaron Finch,aaron22@gmail.com,9228170010,29.80664221,6301,15.99789618,2994,4.712233579,9160.907679,9295,5
Michelle Shephard,michelleshepherd@price.com,4228102964,21.82193333,1016,15.02437603,9848,1.228112423,7369.261871,10864,5
Javier Scott,zscott@wright.com,8878890519,22.61727482,8279,16.10034689,4105,4.019051427,7743.524343,12384,3
Tracy Wilson,tracy79@wheeler.net,4399621104,21.30227082,4197,18.68429361,4345,1.707389729,7997.312886,8542,3
Brian Sanchez,brian28@sanchez.org,8775665887,22.21435556,8039,11.0346597,6328,3.163091931,6649.803053,14367,5
Leonard Hancock,leonardhancock@hotmail.com,2107428363,29.08888223,4471,15.1419953,9091,3.447092896,8846.175506,13562,3
Davidson Kathleen,davidsonkathleen@gmail.com,9651785824,25.96847458,7403,12.02160083,3047,2.208813678,7598.015082,10450,5
Nathan Bolt,nathan84@lowery.net,9118322897,25.37583718,2017,16.79163771,3731,5.41235784,8433.494978,5748,3
Kelly Wright,kellydeborah@chan.biz,9523075092,24.75296713,4899,15.62653553,1299,2.768851943,8075.900533,6198,4
Jessica Lewis,lewisjessica@craig-evans.com,2938951583,29.47836743,201,10.21750863,8526,3.746572973,7939.175212,8727,3
Katrina Kaif,katrina56@gmail.com,1810163196,25.15256528,1374,19.75135683,2950,3.576525915,8980.784423,4324,5
Dale Stein,dale88@hotmail.com,2751936173,26.41298557,8490,19.89708393,7827,4.958264473,9262.013901,16317,4
Christofer Wilson,cwilson@hotmail.com,5175585593,25.70336985,9243,12.82188876,845,2.336484668,7705.051722,10088,4
Hannah Wilson,hannahwilson@davidson.com,8332497042,23.86366926,8194,19.67740479,6095,2.735159567,8708.214811,14289,4
